calweek,Cluster/Country/Region,SubCluster,brand,dc,TimeSeries_Key,Quantity,ARIMA_Predicted
202238,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,198.0,
202239,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,173.0,
202240,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,209.0,
202241,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,193.0,
202242,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,189.0,
202243,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,204.0,
202244,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,185.0,
202245,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,181.0,
202246,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,181.0,
202247,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,178.0,
202248,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,206.0,
202249,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,203.0,
202250,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,211.0,
202251,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,218.0,
202252,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,210.0,
202301,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,205.0,
202302,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,184.0,
202303,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,189.0,
202304,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,194.0,
202305,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,186.0,
202306,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,192.0,
202307,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,201.0,
202308,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,193.0,
202309,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,193.0,
202310,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,203.0,
202311,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,198.0,
202312,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,199.0,
202313,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,220.0,
202314,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,196.0,
202315,US,SC1,BRANDC,DC2,PRDCT9_CUSTD,193.0,
202001,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,196.0,
202002,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,211.0,
202003,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,216.0,
202004,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,192.0,
202005,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,195.0,
202006,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,171.0,
202007,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,156.0,
202008,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,207.0,
202009,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,170.0,
202010,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,181.0,
202011,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,203.0,
202012,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,203.0,
202013,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,195.0,
202014,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,222.0,
202015,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,225.0,
202016,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,202.0,
202017,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,200.0,
202018,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,179.0,
202019,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,226.0,
202020,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,211.0,
202021,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,203.0,
202022,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,184.0,
202023,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,164.0,
202024,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,215.0,
202025,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,212.0,
202026,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,199.0,
202027,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,198.0,
202028,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,205.0,
202029,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202030,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202031,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,174.0,
202032,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,181.0,
202033,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,207.0,
202034,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,181.0,
202035,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,240.0,
202036,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,193.0,
202037,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,184.0,
202038,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,198.0,
202039,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,185.0,
202040,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,209.0,
202041,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,198.0,
202042,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,204.0,
202043,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,183.0,
202044,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,173.0,
202045,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,216.0,
202046,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,207.0,
202047,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,195.0,
202048,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,233.0,
202049,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,171.0,
202050,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,187.0,
202051,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,181.0,
202052,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,224.0,
202101,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,197.0,
202102,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,203.0,
202103,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,196.0,
202104,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,229.0,
202105,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,228.0,
202106,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,208.0,
202107,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,208.0,
202108,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,208.0,
202109,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,197.0,
202110,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,206.0,
202111,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,198.0,
202112,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,184.0,
202113,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,207.0,
202114,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,209.0,
202115,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,186.0,
202116,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,218.0,
202117,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,206.0,
202118,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,185.0,
202119,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,207.0,
202120,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,210.0,
202121,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,185.0,
202122,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,214.0,
202123,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,189.0,
202124,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,212.0,
202125,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,187.0,
202126,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,200.0,
202127,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,203.0,
202128,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,180.0,
202129,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,205.0,
202130,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,205.0,
202131,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,212.0,
202132,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,199.0,
202133,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,212.0,
202134,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,216.0,
202135,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,188.0,
202136,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,207.0,
202137,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,196.0,
202138,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,190.0,
202139,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,186.0,
202140,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,194.0,
202141,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,195.0,
202142,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,187.0,
202143,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,200.0,
202144,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,225.0,
202145,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,200.0,
202146,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,206.0,
202147,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,203.0,
202148,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,182.0,
202149,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,224.0,
202150,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,178.0,
202151,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,216.0,
202152,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,200.0,
202201,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202202,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202203,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,188.0,
202204,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,182.0,
202205,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,202.0,
202206,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,185.0,
202207,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,193.0,
202208,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,219.0,
202209,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,208.0,
202210,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,210.0,
202211,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,208.0,
202212,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,198.0,
202213,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,211.0,
202214,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,190.0,
202215,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,219.0,
202216,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,192.0,
202217,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,199.0,
202218,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,202.0,
202219,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,198.0,
202220,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,189.0,
202221,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202222,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,212.0,
202223,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,211.0,
202224,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,184.0,
202225,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,192.0,
202226,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202227,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,185.0,
202228,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,209.0,
202229,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,198.0,
202230,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,232.0,
202231,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,190.0,
202232,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,204.0,
202233,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,194.0,
202234,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,189.0,
202235,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,250.0,
202236,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,218.0,
202237,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,205.0,
202238,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,174.0,
202239,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,197.0,
202240,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202241,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,211.0,
202242,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,214.0,
202243,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,187.0,
202244,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,206.0,
202245,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,181.0,
202246,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,205.0,
202247,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,180.0,
202248,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,194.0,
202249,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,201.0,
202250,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,204.0,
202251,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,180.0,
202252,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,184.0,
202301,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,236.0,
202302,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,197.0,
202303,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,209.0,
202304,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,186.0,
202305,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,199.0,
202306,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,212.0,
202307,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,199.0,
202308,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,192.0,
202309,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,194.0,
202310,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,227.0,
202311,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,226.0,
202312,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,195.0,
202313,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,225.0,
202314,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,169.0,
202315,US,SC1,BRANDC,DC2,PRDCT9_CUSTE,210.0,
202001,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,195.0,
202002,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,221.0,
202003,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,180.0,
202004,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,183.0,
202005,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,200.0,
202006,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,175.0,
202007,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,203.0,
202008,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202009,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,191.0,
202010,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,169.0,
202011,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,249.0,
202012,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202013,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,213.0,
202014,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,213.0,
202015,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202016,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,245.0,
202017,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,208.0,
202018,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,193.0,
202019,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,208.0,
202020,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,193.0,
202021,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,179.0,
202022,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,175.0,
202023,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,231.0,
202024,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,217.0,
202025,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,195.0,
202026,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,212.0,
202027,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,200.0,
202028,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,238.0,
202029,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,189.0,
202030,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,216.0,
202031,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,206.0,
202032,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,218.0,
202033,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,198.0,
202034,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202035,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,182.0,
202036,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,213.0,
202037,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,188.0,
202038,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,189.0,
202039,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202040,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,158.0,
202041,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,187.0,
202042,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,199.0,
202043,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,200.0,
202044,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,200.0,
202045,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,221.0,
202046,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,195.0,
202047,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,196.0,
202048,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,212.0,
202049,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,215.0,
202050,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,209.0,
202051,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,198.0,
202052,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,196.0,
202101,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,184.0,
202102,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,211.0,
202103,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202104,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,196.0,
202105,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202106,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,184.0,
202107,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,192.0,
202108,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,177.0,
202109,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,199.0,
202110,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,176.0,
202111,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202112,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,217.0,
202113,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,208.0,
202114,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,221.0,
202115,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,213.0,
202116,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,188.0,
202117,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,211.0,
202118,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,203.0,
202119,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,211.0,
202120,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,198.0,
202121,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,193.0,
202122,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,225.0,
202123,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,206.0,
202124,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,223.0,
202125,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,212.0,
202126,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,207.0,
202127,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,202.0,
202128,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,185.0,
202129,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,205.0,
202130,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,230.0,
202131,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,202.0,
202132,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,193.0,
202133,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,229.0,
202134,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,204.0,
202135,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,199.0,
202136,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,214.0,
202137,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,227.0,
202138,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,203.0,
202139,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,192.0,
202140,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,184.0,
202141,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202142,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,204.0,
202143,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,218.0,
202144,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,210.0,
202145,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,213.0,
202146,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,209.0,
202147,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,182.0,
202148,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,217.0,
202149,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202150,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,188.0,
202151,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,195.0,
202152,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,211.0,
202201,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,210.0,
202202,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,187.0,
202203,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,203.0,
202204,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,202.0,
202205,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,187.0,
202206,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,213.0,
202207,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,195.0,
202208,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,206.0,
202209,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,192.0,
202210,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,211.0,
202211,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,216.0,
202212,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202213,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,204.0,
202214,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,173.0,
202215,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,182.0,
202216,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,211.0,
202217,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202218,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,236.0,
202219,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,209.0,
202220,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,214.0,
202221,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,186.0,
202222,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,209.0,
202223,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,185.0,
202224,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,207.0,
202225,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,216.0,
202226,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,210.0,
202227,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,194.0,
202228,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,177.0,
202229,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,203.0,
202230,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,198.0,
202231,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,204.0,
202232,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,207.0,
202233,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,192.0,
202234,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,195.0,
202235,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,189.0,
202236,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,208.0,
202237,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,208.0,
202238,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,182.0,
202239,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,189.0,
202240,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,212.0,
202241,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,212.0,
202242,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,178.0,
202243,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202244,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,211.0,
202245,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,197.0,
202246,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,199.0,
202247,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,185.0,
202248,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,208.0,
202249,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,203.0,
202250,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,194.0,
202251,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,169.0,
202252,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,210.0,
202301,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,187.0,
202302,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,221.0,
202303,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,201.0,
202304,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202305,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,191.0,
202306,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202307,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,189.0,
202308,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,178.0,
202309,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,226.0,
202310,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,190.0,
202311,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,191.0,
202312,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,203.0,
202313,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,199.0,
202314,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,221.0,
202315,US,SC1,BRANDC,DC2,PRDCT9_CUSTF,186.0,
202001,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,1193.0,
202002,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,1234.0,
202003,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,1236.0,
202004,US,SC2,BRANDA,DC3,PRDCT1_CUSTK,1252.0,
