calweek,Cluster/Country/Region,SubCluster,brand,dc,TimeSeries_Key,Quantity,Ensemble_Predicted
202214,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1113.0,
202215,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1043.0,
202216,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1091.0,
202217,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1132.0,
202218,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1113.0,
202219,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1056.0,
202220,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1086.0,
202221,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1149.0,
202222,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1078.0,
202223,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1121.0,
202224,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1043.0,
202225,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1104.0,
202226,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1056.0,
202227,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1091.0,
202228,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1107.0,
202229,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1148.0,
202230,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1095.0,
202231,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1121.0,
202232,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1098.0,
202233,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1129.0,
202234,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1135.0,
202235,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1129.0,
202236,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1147.0,
202237,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1126.0,
202238,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1069.0,
202239,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1137.0,
202240,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1210.0,
202241,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1140.0,
202242,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1161.0,
202243,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1056.0,
202244,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1111.0,
202245,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1095.0,
202246,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1065.0,
202247,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1130.0,
202248,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1107.0,
202249,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1074.0,
202250,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1102.0,
202251,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1195.0,
202252,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1057.0,
202301,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1091.0,
202302,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1128.0,
202303,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1085.0,
202304,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1049.0,
202305,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1040.0,
202306,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1136.0,
202307,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1101.0,
202308,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1045.0,
202309,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1129.0,
202310,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1081.0,
202311,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1136.0,
202312,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1170.0,
202313,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1078.0,
202314,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1147.0,
202315,US,SC2,BRANDA,DC4,PRDCT3_CUSTZ,1133.0,
202001,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1732.0,
202002,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1681.0,
202003,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1678.0,
202004,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1733.0,
202005,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1721.0,
202006,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1676.0,
202007,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1743.0,
202008,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1724.0,
202009,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1688.0,
202010,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1650.0,
202011,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1734.0,
202012,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1704.0,
202013,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1665.0,
202014,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1715.0,
202015,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1629.0,
202016,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1689.0,
202017,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1753.0,
202018,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1782.0,
202019,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1667.0,
202020,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1762.0,
202021,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1680.0,
202022,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1707.0,
202023,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1737.0,
202024,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1675.0,
202025,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1765.0,
202026,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1812.0,
202027,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1650.0,
202028,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1756.0,
202029,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1699.0,
202030,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1757.0,
202031,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1663.0,
202032,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1699.0,
202033,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1726.0,
202034,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1728.0,
202035,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1665.0,
202036,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1729.0,
202037,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1758.0,
202038,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1721.0,
202039,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1743.0,
202040,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1731.0,
202041,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1678.0,
202042,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1734.0,
202043,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1671.0,
202044,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1670.0,
202045,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1740.0,
202046,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1676.0,
202047,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1726.0,
202048,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1729.0,
202049,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1685.0,
202050,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1666.0,
202051,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1680.0,
202052,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1772.0,
202101,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1730.0,
202102,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1751.0,
202103,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1758.0,
202104,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1786.0,
202105,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1762.0,
202106,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1656.0,
202107,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1726.0,
202108,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1654.0,
202109,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1683.0,
202110,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1780.0,
202111,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1746.0,
202112,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1754.0,
202113,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1699.0,
202114,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1728.0,
202115,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1707.0,
202116,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1757.0,
202117,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1719.0,
202118,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1720.0,
202119,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1730.0,
202120,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1675.0,
202121,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1718.0,
202122,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1687.0,
202123,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1731.0,
202124,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1687.0,
202125,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1729.0,
202126,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1684.0,
202127,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1752.0,
202128,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1785.0,
202129,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1765.0,
202130,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1645.0,
202131,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1688.0,
202132,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1772.0,
202133,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1671.0,
202134,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1657.0,
202135,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1729.0,
202136,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1705.0,
202137,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1645.0,
202138,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1738.0,
202139,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1743.0,
202140,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1745.0,
202141,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1697.0,
202142,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1696.0,
202143,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1780.0,
202144,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1705.0,
202145,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1705.0,
202146,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1732.0,
202147,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1676.0,
202148,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1770.0,
202149,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1753.0,
202150,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1716.0,
202151,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1670.0,
202152,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1712.0,
202201,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1738.0,
202202,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1735.0,
202203,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1675.0,
202204,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1729.0,
202205,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1691.0,
202206,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1636.0,
202207,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1724.0,
202208,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1677.0,
202209,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1641.0,
202210,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1664.0,
202211,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1648.0,
202212,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1732.0,
202213,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1730.0,
202214,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1762.0,
202215,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1710.0,
202216,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1725.0,
202217,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1693.0,
202218,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1667.0,
202219,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1647.0,
202220,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1736.0,
202221,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1705.0,
202222,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1750.0,
202223,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1710.0,
202224,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1730.0,
202225,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1727.0,
202226,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1694.0,
202227,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1747.0,
202228,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1704.0,
202229,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1772.0,
202230,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1730.0,
202231,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1666.0,
202232,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1711.0,
202233,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1703.0,
202234,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1683.0,
202235,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1720.0,
202236,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1706.0,
202237,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1682.0,
202238,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1788.0,
202239,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1750.0,
202240,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1674.0,
202241,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1667.0,
202242,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1760.0,
202243,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1770.0,
202244,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1732.0,
202245,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1760.0,
202246,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1749.0,
202247,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1748.0,
202248,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1702.0,
202249,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1705.0,
202250,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1711.0,
202251,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1621.0,
202252,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1731.0,
202301,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1697.0,
202302,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1742.0,
202303,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1656.0,
202304,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1713.0,
202305,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1685.0,
202306,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1690.0,
202307,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1626.0,
202308,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1718.0,
202309,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1682.0,
202310,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1803.0,
202311,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1754.0,
202312,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1734.0,
202313,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1654.0,
202314,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1684.0,
202315,US,SC2,BRANDB,DC3,PRDCT4_CUSTK,1719.0,
202001,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1703.0,
202002,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1748.0,
202003,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1713.0,
202004,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1687.0,
202005,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1722.0,
202006,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1659.0,
202007,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1673.0,
202008,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1713.0,
202009,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1664.0,
202010,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1709.0,
202011,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1730.0,
202012,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1660.0,
202013,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1699.0,
202014,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1700.0,
202015,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1653.0,
202016,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1687.0,
202017,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1837.0,
202018,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1736.0,
202019,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1674.0,
202020,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1681.0,
202021,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1714.0,
202022,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1736.0,
202023,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1702.0,
202024,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1713.0,
202025,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1712.0,
202026,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1712.0,
202027,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1694.0,
202028,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1734.0,
202029,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1737.0,
202030,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1694.0,
202031,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1745.0,
202032,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1739.0,
202033,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1689.0,
202034,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1712.0,
202035,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1758.0,
202036,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1736.0,
202037,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1741.0,
202038,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1725.0,
202039,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1671.0,
202040,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1749.0,
202041,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1708.0,
202042,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1731.0,
202043,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1628.0,
202044,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1664.0,
202045,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1702.0,
202046,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1713.0,
202047,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1678.0,
202048,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1739.0,
202049,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1649.0,
202050,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1655.0,
202051,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1718.0,
202052,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1740.0,
202101,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1708.0,
202102,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1638.0,
202103,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1590.0,
202104,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1665.0,
202105,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1683.0,
202106,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1721.0,
202107,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1713.0,
202108,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1687.0,
202109,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1627.0,
202110,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1718.0,
202111,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1697.0,
202112,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1681.0,
202113,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1697.0,
202114,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1668.0,
202115,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1646.0,
202116,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1683.0,
202117,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1695.0,
202118,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1735.0,
202119,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1711.0,
202120,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1730.0,
202121,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1705.0,
202122,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1595.0,
202123,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1706.0,
202124,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1803.0,
202125,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1678.0,
202126,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1663.0,
202127,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1728.0,
202128,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1725.0,
202129,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1655.0,
202130,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1729.0,
202131,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1776.0,
202132,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1605.0,
202133,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1753.0,
202134,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1707.0,
202135,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1746.0,
202136,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1737.0,
202137,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1724.0,
202138,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1650.0,
202139,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1722.0,
202140,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1666.0,
202141,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1750.0,
202142,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1748.0,
202143,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1718.0,
202144,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1645.0,
202145,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1660.0,
202146,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1766.0,
202147,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1734.0,
202148,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1682.0,
202149,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1620.0,
202150,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1747.0,
202151,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1688.0,
202152,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1656.0,
202201,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1668.0,
202202,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1654.0,
202203,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1725.0,
202204,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1660.0,
202205,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1688.0,
202206,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1584.0,
202207,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1693.0,
202208,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1663.0,
202209,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1712.0,
202210,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1701.0,
202211,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1757.0,
202212,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1705.0,
202213,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1808.0,
202214,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1669.0,
202215,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1679.0,
202216,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1726.0,
202217,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1663.0,
202218,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1731.0,
202219,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1705.0,
202220,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1617.0,
202221,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1730.0,
202222,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1718.0,
202223,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1699.0,
202224,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1710.0,
202225,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1719.0,
202226,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1740.0,
202227,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1712.0,
202228,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1689.0,
202229,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1709.0,
202230,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1712.0,
202231,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1707.0,
202232,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1649.0,
202233,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1676.0,
202234,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1715.0,
202235,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1674.0,
202236,US,SC2,BRANDB,DC3,PRDCT4_CUSTL,1728.0,
